Time,Pressure,Flow Rate (ml/s),Force 1,Force 2,Force 3,Force 4,Force 5,Force 6,Force 7,Force 8,Flow Meter Time
15:33:34..235,35.26439031,0.378524,-0.00104537,0.00053038,0.00058326,0.00036043,0.00109314,0.00025762,-0.00030718,0.00034522,15:33:34..275
15:33:34..364,35.34713415,0.378524,-0.00104481,0.00052989,0.00058374,0.00036027,0.00109326,0.00025745,-0.00030739,0.00034495,15:33:34..363
15:33:34..397,35.24887584,0.378489,-0.00104475,0.00052988,0.00058352,0.00036023,0.00109416,0.00025751,-0.00030677,0.00034509,15:33:34..405
15:33:34..465,35.32644819,0.378479,-0.00104517,0.00052955,0.00058325,0.00036082,0.00109373,0.00025783,-0.00030709,0.00034534,15:33:34..505
15:33:34..511,35.2695618,0.378479,-0.00104503,0.00052969,0.00058351,0.00036044,0.00109353,0.00025766,-0.00030733,0.00034476,15:33:34..505
15:33:34..544,35.24887584,0.378485,-0.00104479,0.00052984,0.00058301,0.00036052,0.00109329,0.00025774,-0.00030738,0.00034538,15:33:34..550
15:33:34..616,35.34713415,0.378491,-0.00104502,0.00052999,0.00058349,0.0003606,0.00109347,0.00025747,-0.0003071,0.0003451,15:33:34..614
15:33:34..667,35.40919203,0.378491,-0.00104517,0.00052953,0.00058296,0.00036061,0.00109338,0.00025752,-0.00030697,0.00034536,15:33:34..666
15:33:34..700,35.27473329,0.378516,-0.00104488,0.00052992,0.00058354,0.0003603,0.00109389,0.00025783,-0.0003069,0.00034533,15:33:34..666
15:33:34..734,35.27990478,0.378532,-0.00104485,0.00052997,0.00058358,0.00036013,0.00109333,0.0002573,-0.00030704,0.00034544,15:33:34..752
15:33:34..786,35.36782011,0.378532,-0.00104532,0.00052958,0.00058327,0.00035997,0.00109281,0.00025729,-0.00030711,0.00034551,15:33:34..752
15:33:34..818,35.40919203,0.378529,-0.00104515,0.00052947,0.00058349,0.00036052,0.00109382,0.0002576,-0.00030734,0.0003454,15:33:34..860
15:33:34..870,35.41953501,0.378578,-0.00104509,0.00052961,0.00058337,0.00036043,0.0010936,0.00025693,-0.00030708,0.00034555,15:33:34..902
15:33:34..915,35.35230564,0.378578,-0.00104504,0.00052964,0.00058323,0.00036028,0.00109371,0.00025704,-0.00030641,0.00034549,15:33:34..902
15:33:34..949,35.3729916,0.378578,-0.00104455,0.00052954,0.00058382,0.00036029,0.00109418,0.00025758,-0.00030642,0.00034507,15:33:34..947
15:33:34..983,35.40919203,0.378619,-0.00104466,0.00053026,0.00058371,0.00036021,0.00109353,0.00025721,-0.0003065,0.00034536,15:33:34..990
15:33:35..059,35.45056395,0.378619,-0.00104508,0.00052973,0.00058347,0.0003604,0.0010936,0.00025763,-0.00030651,0.00034545,15:33:35..097
15:33:35..107,35.48676438,0.378619,-0.0010447,0.00052943,0.00058341,0.00036036,0.00109345,0.00025698,-0.000307,0.00034527,15:33:35..097
15:33:35..140,35.33679117,0.378735,-0.00104473,0.0005297,0.00058329,0.00036064,0.00109416,0.00025779,-0.00030701,0.00034572,15:33:35..142
15:33:35..174,35.17647498,0.378735,-0.00104452,0.00052989,0.00058401,0.00036062,0.0010941,0.00025735,-0.00030677,0.00034537,15:33:35..142
15:33:35..208,34.31283615,0.379,-0.00104503,0.00052972,0.0005831,0.00036072,0.00109372,0.00025771,-0.00030668,0.00034587,15:33:35..245
15:33:35..295,33.93014589,0.379,-0.00104468,0.00052962,0.00058346,0.00036007,0.00109376,0.00025736,-0.00030659,0.00034601,15:33:35..294
15:33:35..327,31.73226264,0.378792,-0.00104612,0.00052952,0.00058278,0.00035986,0.00109051,0.00025691,-0.0003069,0.00034423,15:33:35..338
15:33:35..421,21.98917548,0.378792,-0.00104532,0.00053046,0.0005833,0.00035993,0.00109078,0.00025697,-0.00030624,0.0003443,15:33:35..419
15:33:35..453,11.18593287,0.372465,-0.00105229,0.00053254,0.00058091,0.00035387,0.00106314,0.00025047,-0.00030572,0.00033475,15:33:35..461
15:33:35..512,19.96712289,0.368125,-0.00105218,0.0005322,0.00058101,0.0003534,0.00106232,0.0002507,-0.0003063,0.00033445,15:33:35..551
15:33:35..559,34.25594976,0.368125,-0.00105276,0.00053238,0.00058057,0.00035314,0.00106169,0.00025002,-0.00030628,0.00033427,15:33:35..551
15:33:35..593,34.86618558,0.362974,-0.00106105,0.00053793,0.00057752,0.00034261,0.00101227,0.00023768,-0.00030763,0.00031162,15:33:35..594
15:33:35..733,30.62039229,0.362974,-0.00106107,0.00053803,0.00057758,0.00034257,0.00101242,0.00023748,-0.00030738,0.00031243,15:33:35..730
15:33:35..765,11.66170995,0.340181,-0.00106656,0.00053893,0.00057556,0.00033788,0.00099543,0.00023372,-0.00030696,0.0003056,15:33:35..774
15:33:35..878,11.31004863,0.340181,-0.00106673,0.00053886,0.00057527,0.00033771,0.00099473,0.0002339,-0.00030732,0.00030555,15:33:35..875
15:33:35..909,20.88247662,0.322936,-0.00107075,0.00054085,0.00057406,0.00033313,0.00097295,0.00022829,-0.00030801,0.00029486,15:33:35..918
15:33:35..976,20.92384854,0.317368,-0.0010703,0.00054085,0.00057422,0.00033292,0.00097301,0.00022819,-0.00030808,0.00029531,15:33:36..038
15:33:36..070,19.00522575,0.317368,-0.00107089,0.00054071,0.00057386,0.00033384,0.00097307,0.00022799,-0.0003082,0.00029554,15:33:36..038
15:33:36..106,11.71859634,0.302134,-0.00107447,0.00054176,0.00057274,0.00032831,0.00095706,0.00022427,-0.00030795,0.00028819,15:33:36..127
15:33:36..227,11.26350522,0.302134,-0.0010743,0.00054204,0.00057228,0.00032867,0.00095735,0.00022435,-0.00030847,0.0002887,15:33:36..227
15:33:36..261,14.36122773,0.288904,-0.00107736,0.0005419,0.00057147,0.00032499,0.00094434,0.00022059,-0.00030903,0.00028236,15:33:36..272
15:33:36..389,14.95077759,0.288904,-0.00107727,0.00054206,0.00057169,0.00032538,0.00094408,0.00022035,-0.00030875,0.00028211,15:33:36..387
15:33:36..421,12.00302829,0.277566,-0.00107943,0.00054297,0.00057066,0.00032202,0.00093477,0.00021812,-0.00030983,0.00027812,15:33:36..430
15:33:36..518,10.82910006,0.277566,-0.00108001,0.00054292,0.00057057,0.00032252,0.00093424,0.00021848,-0.00030944,0.00027777,15:33:36..516
15:33:36..550,10.33263702,0.268358,-0.0010812,0.00054326,0.00057021,0.00032049,0.00092747,0.00021642,-0.00030974,0.00027554,15:33:36..560
15:33:36..629,10.73601324,0.268358,-0.00108138,0.00054274,0.00056973,0.00032031,0.00092718,0.00021651,-0.00030994,0.0002754,15:33:36..667
15:33:36..672,11.54276568,0.268358,-0.00108055,0.0005436,0.00057052,0.00032085,0.0009274,0.00021685,-0.00030957,0.00027573,15:33:36..667
15:33:36..705,11.10836052,0.263131,-0.00108262,0.00054379,0.00056985,0.00031833,0.00091917,0.00021398,-0.00031029,0.00027206,15:33:36..709
15:33:36..738,10.67395536,0.258634,-0.0010823,0.000544,0.00056966,0.00031742,0.00091785,0.00021339,-0.00031033,0.00027161,15:33:36..753
15:33:36..813,10.28092212,0.256665,-0.00108308,0.00054364,0.00056926,0.00031776,0.0009176,0.0002137,-0.00031037,0.00027158,15:33:36..811
15:33:36..862,9.19490922,0.256665,-0.00108209,0.00054354,0.00056964,0.00031755,0.0009178,0.00021357,-0.00031044,0.00027125,15:33:36..859
15:33:36..894,8.86910535,0.253123,-0.00108384,0.00054368,0.00056897,0.00031579,0.0009119,0.00021187,-0.00031042,0.00026918,15:33:36..904
15:33:36..977,9.03459303,0.253123,-0.00108376,0.00054406,0.00056876,0.00031535,0.00091157,0.00021194,-0.0003107,0.00026956,15:33:36..975
15:33:37..008,9.23628114,0.250064,-0.00108545,0.0005441,0.0005686,0.00031487,0.00090755,0.00021066,-0.00031084,0.0002665,15:33:37..018
15:33:37..113,9.05527899,0.250064,-0.00108505,0.0005438,0.00056832,0.00031385,0.00090723,0.00021034,-0.00031114,0.00026598,15:33:37..111
15:33:37..145,8.47090062,0.246164,-0.00108671,0.0005445,0.00056769,0.00031324,0.00090286,0.00020988,-0.00031069,0.00026372,15:33:37..153
15:33:37..259,8.03132397,0.246164,-0.00108605,0.00054438,0.00056833,0.00031278,0.00090288,0.00020952,-0.00031097,0.00026321,15:33:37..256
15:33:37..290,7.69517712,0.243255,-0.00108782,0.00054501,0.00056816,0.00031166,0.00089892,0.0002082,-0.0003114,0.00026166,15:33:37..300
15:33:37..414,7.57623285,0.243255,-0.00108821,0.00054471,0.00056746,0.00031155,0.00089854,0.00020803,-0.00031129,0.00026054,15:33:37..411
15:33:37..446,7.47797454,0.241694,-0.0010892,0.00054497,0.00056738,0.00031033,0.00089398,0.00020701,-0.00031215,0.00025876,15:33:37..411
15:33:37..479,7.26594345,0.240191,-0.00108893,0.00054496,0.00056746,0.00031001,0.00089405,0.00020663,-0.00031226,0.00025846,15:33:37..496
15:33:37..551,7.1883711,0.239523,-0.00108927,0.00054506,0.00056729,0.00031048,0.00089404,0.00020688,-0.00031136,0.00025806,15:33:37..549
15:33:37..596,6.75396594,0.239523,-0.00108918,0.00054479,0.00056732,0.00030978,0.00089335,0.00020681,-0.00031205,0.00025827,15:33:37..595
15:33:37..629,6.60916422,0.238884,-0.00109012,0.000545,0.00056709,0.00030873,0.00089049,0.00020637,-0.00031211,0.00025594,15:33:37..665
15:33:37..677,6.56262081,0.238311,-0.00109061,0.00054533,0.00056682,0.00030919,0.00088993,0.00020609,-0.000312,0.00025622,15:33:37..709
15:33:37..725,6.5160774,0.238311,-0.0010901,0.00054492,0.00056739,0.00030906,0.00089044,0.0002059,-0.00031222,0.00025621,15:33:37..709
15:33:37..758,6.32990376,0.237345,-0.00109146,0.00054491,0.00056691,0.0003079,0.00088779,0.00020488,-0.00031246,0.00025428,15:33:37..797
15:33:37..802,6.3092178,0.236929,-0.00109108,0.00054513,0.00056711,0.00030827,0.00088799,0.00020478,-0.00031222,0.00025475,15:33:37..841
15:33:37..855,6.27301737,0.236929,-0.00109115,0.00054536,0.00056697,0.00030812,0.0008876,0.00020525,-0.00031263,0.00025458,15:33:37..841
15:33:37..889,6.00927138,0.236245,-0.00109132,0.00054594,0.00056717,0.00030718,0.00088575,0.00020508,-0.00031262,0.00025349,15:33:37..930
15:33:37..977,5.81275476,0.236245,-0.00109203,0.00054593,0.00056662,0.00030681,0.00088532,0.00020431,-0.00031249,0.00025316,15:33:37..977
15:33:38..011,5.74552539,0.235988,-0.00109224,0.00054604,0.00056642,0.00030594,0.00088309,0.00020403,-0.00031269,0.00025182,15:33:37..977
15:33:38..045,5.63175261,0.23577,-0.00109252,0.00054561,0.00056706,0.000306,0.000883,0.0002048,-0.0003124,0.00025156,15:33:38..062
15:33:38..086,5.52832281,0.235583,-0.00109243,0.00054587,0.00056629,0.00030611,0.00088258,0.00020405,-0.00031304,0.00025151,15:33:38..137
15:33:38..145,5.56969473,0.235583,-0.00109277,0.00054594,0.00056645,0.00030603,0.00088259,0.00020403,-0.00031265,0.00025159,15:33:38..137
15:33:38..179,5.39386407,0.235426,-0.001093,0.00054604,0.00056645,0.00030611,0.0008826,0.00020425,-0.00031289,0.00025191,15:33:38..180
15:33:38..213,5.2232049,0.235288,-0.00109348,0.00054591,0.00056642,0.00030465,0.00088014,0.00020319,-0.00031294,0.00025022,15:33:38..222
15:33:38..253,5.21803341,0.235109,-0.00109357,0.00054601,0.00056647,0.00030521,0.00088013,0.0002033,-0.00031315,0.00025034,15:33:38..297
15:33:38..311,5.23354788,0.235109,-0.00109316,0.00054637,0.00056669,0.00030524,0.00088033,0.00020334,-0.00031271,0.0002499,15:33:38..297
15:33:38..343,4.96980189,0.234598,-0.00109466,0.0005458,0.00056568,0.00030484,0.00087852,0.00020265,-0.00031369,0.00024919,15:33:38..408
15:33:38..460,4.84568613,0.234598,-0.00109327,0.00054663,0.00056661,0.00030457,0.00087832,0.00020262,-0.00031309,0.00024905,15:33:38..459
15:33:38..491,4.72674186,0.234497,-0.00109466,0.00054648,0.00056624,0.00030367,0.00087649,0.00020228,-0.00031359,0.0002481,15:33:38..501
15:33:38..615,4.654341,0.234497,-0.00109492,0.00054664,0.00056645,0.0003035,0.00087656,0.00020229,-0.00031355,0.00024789,15:33:38..612
15:33:38..646,4.47851034,0.234544,-0.00109533,0.00054721,0.0005664,0.00030308,0.00087526,0.00020142,-0.00031398,0.00024696,15:33:38..656
15:33:38..766,4.41645246,0.234544,-0.00109522,0.00054666,0.00056662,0.00030319,0.00087542,0.00020224,-0.00031334,0.00024687,15:33:38..763
15:33:38..798,4.21993584,0.234532,-0.00109576,0.00054713,0.00056655,0.00030222,0.00087384,0.00020124,-0.00031359,0.00024624,15:33:38..804
15:33:38..920,4.14236349,0.234532,-0.00109576,0.00054756,0.00056659,0.0003023,0.00087382,0.00020139,-0.00031362,0.0002459,15:33:38..917
15:33:38..951,3.95618985,0.234532,-0.00109638,0.0005477,0.00056678,0.00030231,0.00087287,0.00020132,-0.0003133,0.00024572,15:33:38..917
15:33:38..985,3.93550389,0.234218,-0.00109652,0.00054758,0.00056655,0.00030174,0.00087232,0.00020094,-0.00031346,0.00024506,15:33:39..035
15:33:39..092,3.94584687,0.234218,-0.0010963,0.00054769,0.0005664,0.000302,0.0008718,0.00020095,-0.00031348,0.0002456,15:33:39..091
15:33:39..123,3.74933025,0.234016,-0.00109739,0.00054736,0.00056623,0.00030194,0.00087113,0.00020042,-0.00031395,0.00024431,15:33:39..136
15:33:39..226,3.72864429,0.234016,-0.00109667,0.00054795,0.00056623,0.00030166,0.00087172,0.00020128,-0.00031369,0.0002443,15:33:39..225
15:33:39..258,3.53729916,0.23393,-0.0010972,0.00054854,0.00056713,0.00030084,0.00087049,0.00020039,-0.00031401,0.00024345,15:33:39..269
15:33:39..377,3.51144171,0.23393,-0.00109725,0.00054844,0.00056675,0.00030141,0.00087054,0.00020076,-0.0003138,0.00024394,15:33:39..375
15:33:39..408,3.39249744,0.233938,-0.00109716,0.00054815,0.00056714,0.00030063,0.00086975,0.00020038,-0.00031388,0.00024338,15:33:39..375
15:33:39..481,3.38215446,0.234051,-0.00109769,0.00054864,0.00056622,0.00030108,0.00086955,0.00020022,-0.0003138,0.00024337,15:33:39..510
15:33:39..565,3.37181148,0.234051,-0.00109716,0.00054818,0.00056685,0.00030071,0.00086929,0.0002003,-0.00031385,0.00024321,15:33:39..565
15:33:39..599,3.24252423,0.234059,-0.00109792,0.00054883,0.00056727,0.00030015,0.00086893,0.00019976,-0.00031438,0.00024275,15:33:39..598
15:33:39..648,3.29423913,0.233982,-0.0010977,0.00054867,0.00056745,0.00030029,0.00086873,0.00019994,-0.00031364,0.00024259,15:33:39..644
15:33:39..746,3.24252423,0.233982,-0.00109784,0.00054902,0.00056773,0.00030064,0.00086944,0.00020022,-0.00031381,0.00024266,15:33:39..770
15:33:39..779,3.23735274,0.233982,-0.00109796,0.00054916,0.00056761,0.00030095,0.00086901,0.0002006,-0.00031336,0.00024305,15:33:39..770
15:33:39..812,3.21149529,0.233933,-0.00109824,0.00054909,0.00056756,0.00030063,0.00086871,0.00020036,-0.00031377,0.00024267,15:33:39..813
15:33:39..903,3.1546089,0.233933,-0.00109808,0.00054891,0.00056774,0.00030034,0.00086878,0.00020031,-0.00031398,0.0002422,15:33:39..901
15:33:39..936,3.23218125,0.233761,-0.00109795,0.00054897,0.00056782,0.00030054,0.00086861,0.00019989,-0.00031372,0.00024229,15:33:39..944
15:33:40..074,3.13392294,0.233761,-0.00109767,0.00054872,0.00056746,0.0003002,0.00086883,0.00020003,-0.0003141,0.0002422,15:33:40..072
15:33:40..106,3.25286721,0.233714,-0.00109807,0.00054862,0.00056711,0.00030031,0.00086836,0.00020034,-0.00031386,0.0002423,15:33:40..114
15:33:40..193,3.18046635,0.233714,-0.00109823,0.00054904,0.00056767,0.00029985,0.00086827,0.00020033,-0.00031371,0.00024159,15:33:40..243
15:33:40..251,3.23218125,0.233714,-0.00109809,0.00054923,0.00056734,0.00030038,0.00086821,0.00020049,-0.0003141,0.00024232,15:33:40..243
15:33:40..283,3.19598082,0.233746,-0.0010983,0.0005493,0.00056732,0.00029958,0.00086749,0.0002002,-0.00031427,0.00024182,15:33:40..289
15:33:40..420,3.17012337,0.233746,-0.00109805,0.00054907,0.0005673,0.00029987,0.00086826,0.00020028,-0.00031349,0.00024179,15:33:40..418
15:33:40..452,3.11840847,0.233746,-0.00109821,0.00054897,0.00056679,0.00029989,0.00086742,0.00020025,-0.00031353,0.00024203,15:33:40..418
15:33:40..486,3.14426592,0.233712,-0.00109837,0.00054894,0.00056718,0.00029946,0.00086791,0.00019984,-0.00031396,0.00024196,15:33:40..540
15:33:40..601,3.25286721,0.233712,-0.0010983,0.00054856,0.00056737,0.00029916,0.00086764,0.00020034,-0.00031411,0.00024126,15:33:40..600
15:33:40..632,3.18563784,0.233712,-0.00109848,0.00054842,0.00056717,0.00029991,0.00086763,0.00020016,-0.00031387,0.00024169,15:33:40..600
15:33:40..666,3.15978039,0.233736,-0.00109854,0.00054891,0.00056755,0.00029914,0.00086789,0.00020028,-0.00031386,0.0002415,15:33:40..707
15:33:40..759,3.19598082,0.233736,-0.0010987,0.00054875,0.00056697,0.00029921,0.00086716,0.00019993,-0.00031391,0.00024164,15:33:40..758
15:33:40..790,3.18563784,0.233804,-0.00109812,0.00054894,0.00056736,0.00029957,0.00086733,0.00020038,-0.00031382,0.00024145,15:33:40..792
15:33:40..867,3.20115231,0.233804,-0.00109884,0.00054857,0.0005674,0.0002994,0.00086766,0.00020022,-0.00031373,0.00024127,15:33:40..897
15:33:40..942,3.08737953,0.233804,-0.00109897,0.00054882,0.00056721,0.00029957,0.0008674,0.00019996,-0.00031357,0.00024172,15:33:40..897
15:33:40..975,3.21666678,0.233898,-0.00109894,0.00054858,0.00056697,0.00029916,0.00086675,0.00019969,-0.00031398,0.00024172,15:33:40..945
15:33:41..009,3.18046635,0.233975,-0.00109883,0.00054879,0.00056695,0.00029956,0.00086702,0.00019989,-0.00031421,0.00024145,15:33:41..065
15:33:41..115,3.17012337,0.233975,-0.00109814,0.00054865,0.00056703,0.00029924,0.00086704,0.0001997,-0.00031443,0.00024109,15:33:41..114
15:33:41..147,3.24769572,0.233973,-0.00109868,0.00054886,0.00056694,0.00029929,0.0008673,0.00020005,-0.00031411,0.00024133,15:33:41..159
15:33:41..215,3.17529486,0.234,-0.00109907,0.00054879,0.00056709,0.00029941,0.00086676,0.00020029,-0.00031406,0.0002414,15:33:41..259
15:33:41..276,3.19598082,0.234,-0.00109808,0.00054876,0.00056734,0.00029921,0.00086763,0.00020031,-0.00031382,0.00024178,15:33:41..259
15:33:41..308,3.23218125,0.233987,-0.00109877,0.00054851,0.00056717,0.00029889,0.00086653,0.00019959,-0.00031417,0.00024083,15:33:41..303
15:33:41..343,3.18563784,0.234045,-0.00109904,0.00054855,0.0005668,0.00029906,0.0008671,0.00020009,-0.0003138,0.00024149,15:33:41..346
15:33:41..401,3.15978039,0.234105,-0.00109873,0.00054885,0.00056732,0.00029888,0.00086689,0.00019989,-0.000314,0.00024113,15:33:41..401
15:33:41..462,3.21666678,0.234105,-0.00109906,0.00054896,0.00056699,0.00029948,0.00086717,0.00020011,-0.00031368,0.00024122,15:33:41..458
15:33:41..492,3.18563784,0.234123,-0.00109913,0.00054914,0.00056721,0.00029877,0.00086651,0.00020015,-0.00031396,0.00024142,15:33:41..501
15:33:41..535,3.18563784,0.233918,-0.00109877,0.0005489,0.00056697,0.00029908,0.00086707,0.00019975,-0.00031398,0.00024148,15:33:41..546
15:33:41..591,3.19598082,0.233918,-0.00109897,0.00054844,0.000567,0.00029864,0.00086641,0.0001998,-0.00031393,0.00024069,15:33:41..628
15:33:41..637,3.12875145,0.233918,-0.00109892,0.00054821,0.00056709,0.00029862,0.00086649,0.00019966,-0.00031434,0.00024066,15:33:41..628
15:33:41..673,3.21666678,0.233701,-0.00109929,0.0005485,0.00056678,0.00029845,0.00086623,0.00019924,-0.00031394,0.00024055,15:33:41..671
15:33:41..775,3.23218125,0.233701,-0.00109948,0.00054869,0.00056648,0.00029887,0.00086648,0.00019988,-0.00031402,0.00024088,15:33:41..775
15:33:41..809,3.15978039,0.233615,-0.00109917,0.00054852,0.00056701,0.00029853,0.00086646,0.0001994,-0.00031408,0.000241,15:33:41..818
15:33:41..875,3.18563784,0.23345,-0.00109891,0.00054825,0.00056669,0.00029862,0.00086667,0.00019985,-0.00031446,0.00024068,15:33:41..917
15:33:41..928,3.14943741,0.23345,-0.00109882,0.00054868,0.00056725,0.0002986,0.0008665,0.00019969,-0.00031393,0.00024083,15:33:41..917
15:33:41..961,3.16495188,0.23345,-0.00109905,0.0005489,0.00056724,0.00029848,0.00086682,0.0002,-0.0003139,0.00024081,15:33:41..960
15:33:41..995,3.23735274,0.23345,-0.00109973,0.00054812,0.00056634,0.00029817,0.00086614,0.00019941,-0.00031413,0.00024053,15:33:41..960
15:33:42..030,3.22183827,0.233273,-0.00109913,0.00054858,0.00056725,0.00029822,0.00086636,0.0001993,-0.00031355,0.00024059,15:33:42..099
15:33:42..161,3.17529486,0.233273,-0.00109945,0.00054829,0.0005666,0.00029822,0.00086637,0.00019944,-0.00031427,0.00024096,15:33:42..159
15:33:42..193,3.21149529,0.233208,-0.00109924,0.00054822,0.00056652,0.00029763,0.00086616,0.00019987,-0.00031433,0.00024083,15:33:42..203
15:33:42..313,3.17012337,0.233208,-0.00109915,0.00054844,0.00056665,0.00029781,0.00086658,0.00019966,-0.00031415,0.00024088,15:33:42..311
15:33:42..345,3.2063238,0.233079,-0.00109931,0.00054876,0.00056655,0.00029846,0.00086649,0.00019962,-0.00031397,0.00024112,15:33:42..353
15:33:42..464,3.21149529,0.233079,-0.00109867,0.00054856,0.00056698,0.00029754,0.00086662,0.00019952,-0.00031408,0.00024064,15:33:42..462
15:33:42..496,3.17529486,0.233045,-0.00109945,0.00054822,0.00056668,0.0002975,0.00086607,0.00019945,-0.00031438,0.00024057,15:33:42..506
15:33:42..609,3.11840847,0.233045,-0.00110009,0.0005482,0.00056667,0.00029788,0.00086616,0.00019924,-0.0003141,0.00024082,15:33:42..607
15:33:42..640,3.17012337,0.232962,-0.0010999,0.00054813,0.00056577,0.00029784,0.000866,0.00019907,-0.00031441,0.00024048,15:33:42..650
15:33:42..754,3.21149529,0.232962,-0.00109915,0.00054831,0.00056665,0.00029752,0.00086603,0.00019977,-0.00031376,0.00024064,15:33:42..752
15:33:42..786,3.23735274,0.232955,-0.00109989,0.00054833,0.00056676,0.00029719,0.0008655,0.00019953,-0.00031437,0.00024028,15:33:42..796
15:33:42..895,3.19080933,0.232955,-0.0011001,0.00054827,0.00056666,0.0002975,0.00086605,0.00019952,-0.0003145,0.00024001,15:33:42..893
15:33:42..927,3.19080933,0.23295,-0.00109932,0.00054771,0.00056627,0.00029679,0.00086522,0.00019925,-0.00031425,0.0002401,15:33:42..936
15:33:43..040,3.15978039,0.23295,-0.00109996,0.00054805,0.00056631,0.00029706,0.00086576,0.0001997,-0.00031408,0.0002402,15:33:43..038
15:33:43..072,3.21666678,0.232965,-0.0010993,0.00054803,0.00056662,0.00029668,0.00086538,0.00019949,-0.00031426,0.00024027,15:33:43..082
15:33:43..191,3.19598082,0.232965,-0.00110021,0.00054786,0.00056587,0.00029673,0.00086533,0.00019885,-0.00031459,0.00024025,15:33:43..188
15:33:43..223,3.20115231,0.232931,-0.00109976,0.00054791,0.00056586,0.00029718,0.00086554,0.00019963,-0.00031435,0.00024038,15:33:43..232
15:33:43..352,3.17012337,0.232931,-0.00110023,0.00054835,0.00056638,0.00029664,0.00086565,0.00019902,-0.00031459,0.00024008,15:33:43..350
